meterName,armSkuName,tier,size,family,MemoryPreservingMaintenanceSupported,HyperVGenerations,CpuArchitectureType,LowPriorityCapable,PremiumIO,ACUs,EphemeralOSDiskSupported,EncryptionAtHostSupported,CapacityReservationSupported,AcceleratedNetworkingEnabled,RdmaEnabled,MaxNetworkInterfaces,UltraSSDAvailable,unit,os,unitPricePerUnit,armSkuName,numberOfCores,osDiskSizeInMB,memoryInMB,maxDataDiskCount
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
DS3 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS3_v2,4,1047552,14336,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
M64ls,Standard_M64ls,Standard,M64ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Windows,"64,558",Standard_M64ls,64,1047552,524288,64
M64ls,Standard_M64ls,Standard,M64ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Windows,"64,558",Standard_M64ls,64,1047552,524288,64
M64ls,Standard_M64ls,Standard,M64ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Windows,"64,558",Standard_M64ls,64,1047552,524288,64
M64ls,Standard_M64ls,Standard,M64ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Windows,"64,558",Standard_M64ls,64,1047552,524288,64
M64ls,Standard_M64ls,Standard,M64ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Windows,"64,558",Standard_M64ls,64,1047552,524288,64
DS3 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS3_v2,4,1047552,14336,16
DS3 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS3_v2,4,1047552,14336,16
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
E20ds v4 Low Priority,Standard_E20ds_v4,Standard,E20ds_v4,standardEDSv4Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,70174",Standard_E20ds_v4,20,1047552,163840,32
E20ds v4 Low Priority,Standard_E20ds_v4,Standard,E20ds_v4,standardEDSv4Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,70174",Standard_E20ds_v4,20,1047552,163840,32
E20ds v4 Low Priority,Standard_E20ds_v4,Standard,E20ds_v4,standardEDSv4Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,70174",Standard_E20ds_v4,20,1047552,163840,32
E20ds v4 Low Priority,Standard_E20ds_v4,Standard,E20ds_v4,standardEDSv4Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,70174",Standard_E20ds_v4,20,1047552,163840,32
E20ds v4 Low Priority,Standard_E20ds_v4,Standard,E20ds_v4,standardEDSv4Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,70174",Standard_E20ds_v4,20,1047552,163840,32
E20ds v4 Low Priority,Standard_E20ds_v4,Standard,E20ds_v4,standardEDSv4Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,70174",Standard_E20ds_v4,20,1047552,163840,32
E20ds v4 Low Priority,Standard_E20ds_v4,Standard,E20ds_v4,standardEDSv4Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,70174",Standard_E20ds_v4,20,1047552,163840,32
E20ds v4 Low Priority,Standard_E20ds_v4,Standard,E20ds_v4,standardEDSv4Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,70174",Standard_E20ds_v4,20,1047552,163840,32
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M128m Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M128m,128,1047552,3891200,64
M128m Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M128m,128,1047552,3891200,64
M128m Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M128m,128,1047552,3891200,64
M128m Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M128m,128,1047552,3891200,64
M128m Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M128m,128,1047552,3891200,64
M128m Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M128m,128,1047552,3891200,64
M128m Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M128m,128,1047552,3891200,64
M128m Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M128m,128,1047552,3891200,64
M128m Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M128m,128,1047552,3891200,64
M128m Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M128m,128,1047552,3891200,64
M128m Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M128m,128,1047552,3891200,64
M128m Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M128m,128,1047552,3891200,64
M128m Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M128m,128,1047552,3891200,64
M128m Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M128m,128,1047552,3891200,64
M128m Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M128m,128,1047552,3891200,64
M128m Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M128m,128,1047552,3891200,64
M128m Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M128m,128,1047552,3891200,64
D32s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D32s_v3,32,1047552,131072,32
D32s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D32s_v3,32,1047552,131072,32
D16s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16s_v3,16,1047552,65536,32
D16s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16s_v3,16,1047552,65536,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
D16s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16s_v3,16,1047552,65536,32
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
DS3 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS3_v2,4,1047552,14336,16
M64s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M64s,64,1047552,1048576,64
M64s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M64s,64,1047552,1048576,64
M64s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M64s,64,1047552,1048576,64
M64s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M64s,64,1047552,1048576,64
M64s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M64s,64,1047552,1048576,64
M64s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M64s,64,1047552,1048576,64
M64s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M64s,64,1047552,1048576,64
M64s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M64s,64,1047552,1048576,64
DS14 v2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS14_v2,16,1047552,114688,64
DS14 v2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS14_v2,16,1047552,114688,64
DS14 v2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS14_v2,16,1047552,114688,64
DS14 v2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS14_v2,16,1047552,114688,64
DS14 v2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS14_v2,16,1047552,114688,64
DS14 v2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS14_v2,16,1047552,114688,64
DS14 v2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS14_v2,16,1047552,114688,64
DS14 v2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS14_v2,16,1047552,114688,64
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M64ls,Standard_M64ls,Standard,M64ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Windows,"64,558",Standard_M64ls,64,1047552,524288,64
M64ls,Standard_M64ls,Standard,M64ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Windows,"64,558",Standard_M64ls,64,1047552,524288,64
M64ls,Standard_M64ls,Standard,M64ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Windows,"64,558",Standard_M64ls,64,1047552,524288,64
M64ls,Standard_M64ls,Standard,M64ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Windows,"64,558",Standard_M64ls,64,1047552,524288,64
M64ls,Standard_M64ls,Standard,M64ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Windows,"64,558",Standard_M64ls,64,1047552,524288,64
M64ls,Standard_M64ls,Standard,M64ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Windows,"64,558",Standard_M64ls,64,1047552,524288,64
M64ls,Standard_M64ls,Standard,M64ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Windows,"64,558",Standard_M64ls,64,1047552,524288,64
M64ls,Standard_M64ls,Standard,M64ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Windows,"64,558",Standard_M64ls,64,1047552,524288,64
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
